Transaction ID,Date,Type,Category,Subcategory,Amount,Payment Mode,Account,Recurring,Necessity,Merchant,Budget Limit,Description,Tags,Year,Month,MonthName,Quarter,Weekday,Is_Outlier
TXN100372,2025-07-12,Expense,Insurance,Life,7101.48,Unknown,Credit Card A/C,Yes,Essential,Amazon,2000.0,Insurance transaction #372,None,2025,7,Jul,Q3,Saturday,False
TXN100294,2025-10-28,Expense,Transport,Fuel,6403.6,UPI,Credit Card A/C,Yes,Discretionary,Uber,4000.0,Transport transaction #294,None,2025,10,Oct,Q4,Tuesday,False
TXN100790,2025-02-11,Expense,Food,Groceries,62.55,UPI,Cash Wallet,No,Discretionary,Freelance Client,8000.0,Food transaction #790,None,2025,2,Feb,Q1,Tuesday,False
TXN101411,2024-06-21,Expense,Groceries,Groceries,183.92,Credit Card,Salary Account,Yes,Essential,Unknown Merchant,6000.0,Groceries transaction #1411,reimbursable,2024,6,Jun,Q2,Friday,False
TXN102283,2024-10-19,Expense,Entertainment,Events,1776.7,Unknown,Salary Account,Yes,Discretionary,Local Store,2500.0,Entertainment transaction #2283,reimbursable,2024,10,Oct,Q4,Saturday,False
TXN100969,2025-11-22,Expense,Rent,Housing,5767.18,UPI,Cash Wallet,Yes,Essential,Employer,15000.0,Rent transaction #969,None,2025,11,Nov,Q4,Saturday,False
TXN100665,2024-06-24,Expense,Healthcare,Insurance Premium,5278.85,Unknown,Cash Wallet,No,Essential,Employer,3000.0,Healthcare transaction #665,review,2024,6,Jun,Q2,Monday,False
TXN102369,2024-09-17,Expense,Food,Dining Out,3461.64,Net Banking,Cash Wallet,No,Discretionary,Landlord,0.0,food transaction #2369,None,2024,9,Sep,Q3,Tuesday,False
TXN101636,2025-05-29,Expense,Utilities,Internet,6441.05,Net Banking,Cash Wallet,Yes,Essential,Unknown Merchant,3000.0,Utilities transaction #1636,None,2025,5,May,Q2,Thursday,False
TXN102423,2025-05-17,Income,Investment,General,58239.97,Bank Transfer,Salary Account,No,N/A,Local Store,0.0,Investment transaction #2423,None,2025,5,May,Q2,Saturday,False
TXN100316,2025-04-22,Expense,Education,Tuition,863.38,Net Banking,Credit Card A/C,No,Discretionary,Netflix,4000.0,Education transaction #316,None,2025,4,Apr,Q2,Tuesday,False
TXN101549,2025-04-19,Expense,Healthcare,Pharmacy,3175.0,Credit Card,Primary Savings,No,Essential,Netflix,3000.0,Healthcare transaction #1549,one-time,2025,4,Apr,Q2,Saturday,False
TXN100270,2024-08-31,Expense,Food,Groceries,789.56,Credit Card,Cash Wallet,No,Discretionary,Apollo Pharmacy,8000.0,Food transaction #270,None,2024,8,Aug,Q3,Saturday,False
TXN101305,2025-07-15,Expense,Education,Tuition,1791.62,Debit Card,Cash Wallet,Yes,Discretionary,BESCOM,4000.0,Education transaction #1305,review,2025,7,Jul,Q3,Tuesday,False
TXN101846,2024-04-03,Expense,Food,Snacks,1932.79,Unknown,Salary Account,No,Discretionary,Apollo Pharmacy,0.0,food transaction #1846,reimbursable,2024,4,Apr,Q2,Wednesday,False
TXN100953,2025-11-10,Expense,Entertainment,Streaming,2853.38,Unknown,Credit Card A/C,No,Discretionary,Zomato,2500.0,Entertainment transaction #953,review,2025,11,Nov,Q4,Monday,False
TXN101246,2024-10-14,Expense,Transport,Fuel,1215.84,Cash,Primary Savings,Yes,Discretionary,Swiggy,4000.0,Transport transaction #1246,one-time,2024,10,Oct,Q4,Monday,False
TXN101742,2024-05-28,Expense,Transport,Public Transit,1175.99,Credit Card,Primary Savings,Yes,Discretionary,Employer,4000.0,Transport transaction #1742,None,2024,5,May,Q2,Tuesday,False
TXN102311,2025-01-13,Expense,Food,Snacks,3024.89,Unknown,Primary Savings,Yes,Discretionary,Zomato,0.0,food transaction #2311,None,2025,1,Jan,Q1,Monday,False
TXN100472,2025-12-03,Expense,Transport,Public Transit,7765.77,Net Banking,Credit Card A/C,No,Discretionary,Landlord,4000.0,Transport transaction #472,reimbursable,2025,12,Dec,Q4,Wednesday,False
TXN101265,2024-11-28,Expense,Shopping,Electronics,3741.92,Credit Card,Salary Account,No,Discretionary,Local Store,5000.0,Shopping transaction #1265,None,2024,11,Nov,Q4,Thursday,False
TXN102035,2025-09-15,Expense,Food,Groceries,7399.8,Credit Card,Primary Savings,Yes,Discretionary,Landlord,8000.0,Food transaction #2035,one-time,2025,9,Sep,Q3,Monday,False
TXN100861,2024-02-28,Expense,Food,Dining Out,7723.56,Credit Card,Credit Card A/C,Yes,Discretionary,Landlord,8000.0,Food transaction #861,reimbursable,2024,2,Feb,Q1,Wednesday,False
TXN100944,2024-09-28,Income,Gift,General,25884.67,Bank Transfer,Salary Account,No,N/A,Local Store,0.0,Gift transaction #944,one-time,2024,9,Sep,Q3,Saturday,False
TXN101965,2024-05-17,Expense,Entertainment,Events,832.78,Debit Card,Credit Card A/C,Yes,Discretionary,Local Store,2500.0,Entertainment transaction #1965,review,2024,5,May,Q2,Friday,False
TXN100185,2025-12-21,Expense,Subscriptions,Streaming,7528.05,Debit Card,Salary Account,Yes,Discretionary,BESCOM,1500.0,Subscriptions transaction #185,one-time,2025,12,Dec,Q4,Sunday,False
TXN101542,2025-04-19,Expense,Education,Courses,3262.0,Unknown,Primary Savings,No,Discretionary,Swiggy,4000.0,Education transaction #1542,one-time,2025,4,Apr,Q2,Saturday,False
TXN101108,2025-07-04,Income,Gift,General,86417.34,Bank Transfer,Salary Account,No,N/A,Zomato,0.0,Gift transaction #1108,None,2025,7,Jul,Q3,Friday,False
TXN102202,2025-04-22,Expense,Entertainment,Movies,7005.05,UPI,Credit Card A/C,Yes,Discretionary,Employer,2500.0,Entertainment transaction #2202,one-time,2025,4,Apr,Q2,Tuesday,False
TXN101881,2024-04-14,Expense,Utilities,Internet,972.67,Net Banking,Salary Account,No,Essential,BESCOM,3000.0,Utilities transaction #1881,reimbursable,2024,4,Apr,Q2,Sunday,False
TXN101946,2025-08-31,Expense,Groceries,Groceries,6470.32,UPI,Primary Savings,Yes,Essential,Netflix,6000.0,Groceries transaction #1946,None,2025,8,Aug,Q3,Sunday,False
TXN101088,2025-02-13,Expense,Utilities,Internet,3425.51,Cash,Primary Savings,No,Essential,Apollo Pharmacy,3000.0,Utilities transaction #1088,None,2025,2,Feb,Q1,Thursday,False
TXN101343,2024-01-24,Expense,Utilities,Electricity,3957.58,Net Banking,Credit Card A/C,No,Essential,Amazon,3000.0,Utilities transaction #1343,one-time,2024,1,Jan,Q1,Wednesday,False
TXN101559,2024-05-28,Expense,Insurance,Life,968.7,Credit Card,Primary Savings,Yes,Essential,Freelance Client,2000.0,Insurance transaction #1559,one-time,2024,5,May,Q2,Tuesday,False
TXN101527,2025-06-18,Expense,Entertainment,Events,6357.94,UPI,Credit Card A/C,Yes,Discretionary,Local Store,2500.0,Entertainment transaction #1527,one-time,2025,6,Jun,Q2,Wednesday,False
TXN101170,2024-06-14,Expense,Food,Snacks,6868.56,Credit Card,Cash Wallet,No,Discretionary,BESCOM,8000.0,Food transaction #1170,one-time,2024,6,Jun,Q2,Friday,False
TXN102338,2025-05-18,Expense,Groceries,Groceries,4585.12,Cash,Primary Savings,No,Essential,Local Store,6000.0,Groceries transaction #2338,reimbursable,2025,5,May,Q2,Sunday,False
TXN102016,2025-03-30,Income,Bonus,General,47895.13,Bank Transfer,Salary Account,No,N/A,Netflix,0.0,Bonus transaction #2016,None,2025,3,Mar,Q1,Sunday,False
TXN100833,2025-12-24,Expense,Healthcare,Doctor Visit,4042.72,Debit Card,Cash Wallet,Yes,Essential,Netflix,3000.0,Healthcare transaction #833,None,2025,12,Dec,Q4,Wednesday,False
TXN101263,2025-12-15,Expense,Insurance,Life,5830.83,Debit Card,Cash Wallet,Yes,Essential,Uber,2000.0,Insurance transaction #1263,one-time,2025,12,Dec,Q4,Monday,False
TXN100925,2024-10-14,Expense,Food,Snacks,4721.25,Credit Card,Salary Account,No,Discretionary,Local Store,0.0,food transaction #925,review,2024,10,Oct,Q4,Monday,False
TXN101564,2024-06-02,Expense,Utilities,Electricity,2311.38,Net Banking,Cash Wallet,Yes,Essential,Uber,3000.0,Utilities transaction #1564,None,2024,6,Jun,Q2,Sunday,False
TXN101435,2025-12-04,Expense,Subscriptions,Streaming,1314.6,Cash,Primary Savings,Yes,Discretionary,Swiggy,1500.0,Subscriptions transaction #1435,review,2025,12,Dec,Q4,Thursday,False
TXN101061,2024-04-03,Expense,Groceries,Groceries,3829.94,UPI,Credit Card A/C,Yes,Essential,Amazon,6000.0,Groceries transaction #1061,one-time,2024,4,Apr,Q2,Wednesday,False
TXN100909,2025-03-22,Expense,Insurance,Vehicle,5091.15,Unknown,Primary Savings,Yes,Essential,Zomato,2000.0,Insurance transaction #909,review,2025,3,Mar,Q1,Saturday,False
TXN100749,2025-02-11,Expense,Subscriptions,Memberships,1908.1,Net Banking,Cash Wallet,Yes,Discretionary,Unknown Merchant,1500.0,Subscriptions transaction #749,None,2025,2,Feb,Q1,Tuesday,False
TXN101591,2025-08-24,Expense,Insurance,Vehicle,6571.77,UPI,Cash Wallet,Yes,Essential,Netflix,2000.0,Insurance transaction #1591,None,2025,8,Aug,Q3,Sunday,False
TXN100736,2024-09-08,Expense,Food,Groceries,7289.66,UPI,Salary Account,No,Discretionary,Freelance Client,8000.0,Food transaction #736,None,2024,9,Sep,Q3,Sunday,False
TXN101964,2024-05-05,Expense,Transport,Public Transit,5968.46,UPI,Salary Account,Yes,Discretionary,Apollo Pharmacy,4000.0,Transport transaction #1964,None,2024,5,May,Q2,Sunday,False
TXN102303,2025-11-02,Income,Salary,General,34252.83,Bank Transfer,Salary Account,Yes,N/A,Employer,0.0,Salary transaction #2303,None,2025,11,Nov,Q4,Sunday,False
TXN100981,2025-10-14,Expense,Transport,Fuel,3528.24,Debit Card,Salary Account,Yes,Discretionary,Unknown Merchant,4000.0,Transport transaction #981,None,2025,10,Oct,Q4,Tuesday,False
TXN101940,2024-03-31,Expense,Food,Snacks,3969.81,Credit Card,Primary Savings,Yes,Discretionary,Apollo Pharmacy,0.0,food transaction #1940,one-time,2024,3,Mar,Q1,Sunday,False
TXN102132,2025-06-02,Expense,Healthcare,Doctor Visit,4574.94,UPI,Cash Wallet,Yes,Essential,Amazon,3000.0,Healthcare transaction #2132,one-time,2025,6,Jun,Q2,Monday,False
TXN101597,2024-06-30,Expense,Insurance,Vehicle,1831.84,Unknown,Cash Wallet,Yes,Essential,Uber,2000.0,Insurance transaction #1597,reimbursable,2024,6,Jun,Q2,Sunday,False
TXN100659,2025-04-19,Expense,Insurance,Vehicle,7448.81,Net Banking,Primary Savings,Yes,Essential,Netflix,2000.0,Insurance transaction #659,one-time,2025,4,Apr,Q2,Saturday,False
TXN100551,2024-06-21,Expense,Education,Courses,7409.12,UPI,Salary Account,Yes,Discretionary,Freelance Client,4000.0,Education transaction #551,None,2024,6,Jun,Q2,Friday,False
TXN100310,2024-04-01,Expense,Transport,Cab,6087.97,Debit Card,Primary Savings,Yes,Discretionary,Zomato,4000.0,Transport transaction #310,None,2024,4,Apr,Q2,Monday,False
TXN101166,2024-05-11,Expense,Education,Books,5364.03,UPI,Cash Wallet,No,Discretionary,Unknown Merchant,4000.0,Education transaction #1166,None,2024,5,May,Q2,Saturday,False
TXN101242,2025-02-15,Expense,Uncategorized,General,3319.75,Cash,Salary Account,Yes,Discretionary,Apollo Pharmacy,0.0,Misc transaction #1242,reimbursable,2025,2,Feb,Q1,Saturday,False
TXN100287,2024-12-14,Expense,Uncategorized,General,2622.53,UPI,Salary Account,Yes,Discretionary,Zomato,0.0,Misc transaction #287,None,2024,12,Dec,Q4,Saturday,False
TXN101818,2024-08-07,Expense,Shopping,Home Goods,2722.97,UPI,Cash Wallet,Yes,Discretionary,Local Store,5000.0,Shopping transaction #1818,reimbursable,2024,8,Aug,Q3,Wednesday,False
TXN101324,2025-11-14,Income,Gift,General,30178.18,Bank Transfer,Salary Account,No,N/A,Zomato,0.0,Gift transaction #1324,None,2025,11,Nov,Q4,Friday,False
TXN100732,2024-12-05,Expense,Groceries,Groceries,3378.63,Credit Card,Primary Savings,No,Essential,Amazon,6000.0,Groceries transaction #732,review,2024,12,Dec,Q4,Thursday,False
TXN101610,2025-12-06,Expense,Food,Dining Out,2126.69,Debit Card,Primary Savings,Yes,Discretionary,Zomato,0.0,food transaction #1610,review,2025,12,Dec,Q4,Saturday,False
TXN101459,2025-11-30,Expense,Transport,Public Transit,722.62,Cash,Credit Card A/C,No,Discretionary,Netflix,4000.0,Transport transaction #1459,reimbursable,2025,11,Nov,Q4,Sunday,False
TXN101807,2024-11-01,Expense,Food,Snacks,2647.4,Net Banking,Primary Savings,No,Discretionary,Netflix,0.0,food transaction #1807,review,2024,11,Nov,Q4,Friday,False
TXN102397,2024-03-18,Expense,Healthcare,Pharmacy,3509.44,Cash,Primary Savings,Yes,Essential,Uber,3000.0,Healthcare transaction #2397,one-time,2024,3,Mar,Q1,Monday,False
TXN101448,2025-05-17,Expense,Uncategorized,General,1447.01,Debit Card,Primary Savings,No,Discretionary,Local Store,0.0,Misc transaction #1448,one-time,2025,5,May,Q2,Saturday,False
TXN100315,2024-06-26,Expense,Food,Groceries,6450.43,Debit Card,Credit Card A/C,No,Discretionary,Local Store,8000.0,Food transaction #315,None,2024,6,Jun,Q2,Wednesday,False
TXN100911,2025-03-06,Expense,Uncategorized,General,3079.58,Credit Card,Cash Wallet,Yes,Discretionary,Uber,0.0,Misc transaction #911,one-time,2025,3,Mar,Q1,Thursday,False
TXN100071,2024-11-10,Expense,Groceries,Groceries,3776.15,Debit Card,Cash Wallet,No,Essential,Landlord,6000.0,Groceries transaction #71,reimbursable,2024,11,Nov,Q4,Sunday,False
TXN100308,2025-02-09,Expense,Entertainment,Events,5978.71,Debit Card,Credit Card A/C,Yes,Discretionary,Uber,2500.0,Entertainment transaction #308,None,2025,2,Feb,Q1,Sunday,False
TXN102251,2024-08-01,Expense,Uncategorized,General,7097.78,Credit Card,Cash Wallet,Yes,Discretionary,Apollo Pharmacy,0.0,Misc transaction #2251,review,2024,8,Aug,Q3,Thursday,False
TXN102177,2025-01-11,Expense,Education,Courses,656.98,UPI,Credit Card A/C,No,Discretionary,Amazon,4000.0,Education transaction #2177,None,2025,1,Jan,Q1,Saturday,False
TXN100541,2024-01-01,Expense,Insurance,Health,5615.44,Cash,Primary Savings,Yes,Essential,Landlord,2000.0,Insurance transaction #541,one-time,2024,1,Jan,Q1,Monday,False
TXN101550,2025-09-17,Expense,Food,Groceries,4848.68,Net Banking,Cash Wallet,Yes,Discretionary,Swiggy,0.0,food transaction #1550,None,2025,9,Sep,Q3,Wednesday,False
TXN101008,2025-11-02,Income,Salary,General,65822.06,Bank Transfer,Salary Account,Yes,N/A,Employer,0.0,Salary transaction #1008,one-time,2025,11,Nov,Q4,Sunday,False
TXN102295,2025-02-01,Expense,Rent,Housing,1512.71,Cash,Salary Account,Yes,Essential,Uber,15000.0,Rent transaction #2295,None,2025,2,Feb,Q1,Saturday,False
TXN101792,2024-02-06,Expense,Transport,Public Transit,873.37,Net Banking,Credit Card A/C,No,Discretionary,Swiggy,4000.0,Transport transaction #1792,None,2024,2,Feb,Q1,Tuesday,False
TXN100691,2025-08-19,Expense,Uncategorized,General,829.0,Unknown,Cash Wallet,No,Discretionary,Zomato,0.0,Misc transaction #691,None,2025,8,Aug,Q3,Tuesday,False
TXN100914,2025-07-23,Expense,Transport,Public Transit,6636.97,Net Banking,Cash Wallet,Yes,Discretionary,Freelance Client,4000.0,Transport transaction #914,one-time,2025,7,Jul,Q3,Wednesday,False
TXN102478,2025-11-01,Expense,Entertainment,Movies,1483.33,Credit Card,Salary Account,No,Discretionary,Local Store,2500.0,Entertainment transaction #2478,review,2025,11,Nov,Q4,Saturday,False
TXN101256,2025-10-08,Expense,Uncategorized,General,4919.89,UPI,Salary Account,Yes,Discretionary,Unknown Merchant,0.0,Misc transaction #1256,review,2025,10,Oct,Q4,Wednesday,False
TXN100334,2025-05-07,Expense,Food,Groceries,7259.7,Net Banking,Cash Wallet,Yes,Discretionary,Zomato,8000.0,Food transaction #334,review,2025,5,May,Q2,Wednesday,False
TXN100123,2024-03-19,Expense,Food,Snacks,3106.64,Net Banking,Primary Savings,No,Discretionary,Employer,0.0,food transaction #123,one-time,2024,3,Mar,Q1,Tuesday,False
TXN101749,2024-12-16,Expense,Utilities,Electricity,5380.68,Net Banking,Cash Wallet,Yes,Essential,Employer,3000.0,Utilities transaction #1749,None,2024,12,Dec,Q4,Monday,False
TXN102189,2024-04-11,Expense,Uncategorized,General,2223.99,Cash,Cash Wallet,Yes,Discretionary,Unknown Merchant,0.0,Misc transaction #2189,None,2024,4,Apr,Q2,Thursday,False
TXN100200,2024-09-18,Expense,Insurance,Life,6784.71,UPI,Salary Account,Yes,Essential,Amazon,2000.0,Insurance transaction #200,reimbursable,2024,9,Sep,Q3,Wednesday,False
TXN100599,2025-08-30,Income,Salary,General,83597.05,Bank Transfer,Salary Account,Yes,N/A,Employer,0.0,Salary transaction #599,None,2025,8,Aug,Q3,Saturday,False
TXN101697,2025-06-18,Expense,Healthcare,Insurance Premium,75622.95,UPI,Cash Wallet,Yes,Essential,Zomato,3000.0,Healthcare transaction #1697,None,2025,6,Jun,Q2,Wednesday,True
TXN100977,2025-04-28,Expense,Rent,Housing,2626.41,Net Banking,Credit Card A/C,Yes,Essential,Employer,15000.0,Rent transaction #977,None,2025,4,Apr,Q2,Monday,False
TXN100756,2025-02-02,Expense,Transport,Fuel,2512.57,Unknown,Cash Wallet,Yes,Discretionary,Employer,4000.0,Transport transaction #756,None,2025,2,Feb,Q1,Sunday,False
TXN101026,2024-02-12,Expense,Subscriptions,Memberships,4177.12,Net Banking,Credit Card A/C,Yes,Discretionary,Zomato,1500.0,Subscriptions transaction #1026,None,2024,2,Feb,Q1,Monday,False
TXN102037,2024-09-10,Expense,Shopping,Home Goods,1729.63,Cash,Cash Wallet,No,Discretionary,Freelance Client,5000.0,Shopping transaction #2037,one-time,2024,9,Sep,Q3,Tuesday,False
TXN101130,2025-09-15,Expense,Utilities,Electricity,5880.03,UPI,Salary Account,No,Essential,Amazon,3000.0,Utilities transaction #1130,reimbursable,2025,9,Sep,Q3,Monday,False
TXN101589,2025-11-07,Expense,Food,Snacks,5040.77,UPI,Primary Savings,Yes,Discretionary,Uber,8000.0,Food transaction #1589,reimbursable,2025,11,Nov,Q4,Friday,False
TXN102140,2024-05-24,Expense,Rent,Housing,5161.53,Unknown,Cash Wallet,Yes,Essential,Amazon,15000.0,Rent transaction #2140,None,2024,5,May,Q2,Friday,False
TXN100920,2024-07-31,Expense,Healthcare,Pharmacy,3917.81,Unknown,Primary Savings,Yes,Essential,Freelance Client,3000.0,Healthcare transaction #920,review,2024,7,Jul,Q3,Wednesday,False
TXN100557,2024-12-08,Expense,Uncategorized,General,880.15,UPI,Salary Account,Yes,Discretionary,Amazon,0.0,Misc transaction #557,None,2024,12,Dec,Q4,Sunday,False
TXN100856,2024-02-16,Expense,Food,Snacks,6525.54,Cash,Primary Savings,Yes,Discretionary,Apollo Pharmacy,8000.0,Food transaction #856,one-time,2024,2,Feb,Q1,Friday,False
TXN100488,2024-03-22,Expense,Food,Groceries,2261.0,Unknown,Salary Account,Yes,Discretionary,Swiggy,8000.0,Food transaction #488,None,2024,3,Mar,Q1,Friday,False
TXN102206,2024-02-24,Expense,Education,Tuition,1185.16,Cash,Salary Account,Yes,Discretionary,Unknown Merchant,4000.0,Education transaction #2206,None,2024,2,Feb,Q1,Saturday,False
TXN101545,2025-03-26,Expense,Insurance,Health,3684.48,Credit Card,Salary Account,Yes,Essential,Apollo Pharmacy,2000.0,Insurance transaction #1545,reimbursable,2025,3,Mar,Q1,Wednesday,False
TXN101104,2025-04-16,Expense,Insurance,Vehicle,3142.86,Net Banking,Primary Savings,Yes,Essential,Uber,2000.0,Insurance transaction #1104,one-time,2025,4,Apr,Q2,Wednesday,False
TXN101090,2024-02-15,Expense,Shopping,Clothing,5249.66,Cash,Salary Account,No,Discretionary,Netflix,5000.0,Shopping transaction #1090,None,2024,2,Feb,Q1,Thursday,False
TXN101181,2024-07-29,Expense,Insurance,Health,135.61,UPI,Credit Card A/C,Yes,Essential,Landlord,2000.0,Insurance transaction #1181,one-time,2024,7,Jul,Q3,Monday,False
TXN102485,2025-03-08,Expense,Food,Dining Out,3875.37,Credit Card,Cash Wallet,Yes,Discretionary,Swiggy,8000.0,Food transaction #2485,None,2025,3,Mar,Q1,Saturday,False
TXN101395,2025-03-12,Expense,Rent,Housing,7457.34,Debit Card,Primary Savings,Yes,Essential,Zomato,15000.0,Rent transaction #1395,None,2025,3,Mar,Q1,Wednesday,False
TXN100036,2024-12-05,Expense,Food,Dining Out,7702.15,Debit Card,Primary Savings,Yes,Discretionary,Employer,0.0,food transaction #36,None,2024,12,Dec,Q4,Thursday,False
TXN101176,2025-01-18,Expense,Insurance,Life,6878.58,Credit Card,Salary Account,Yes,Essential,Landlord,2000.0,Insurance transaction #1176,None,2025,1,Jan,Q1,Saturday,False
TXN101123,2025-08-04,Expense,Healthcare,Insurance Premium,2394.29,Unknown,Salary Account,Yes,Essential,Employer,3000.0,Healthcare transaction #1123,review,2025,8,Aug,Q3,Monday,False
TXN100510,2025-04-24,Income,Investment,General,67913.46,Bank Transfer,Salary Account,No,N/A,Unknown Merchant,0.0,Investment transaction #510,None,2025,4,Apr,Q2,Thursday,False
TXN102006,2025-09-11,Expense,Entertainment,Events,6886.76,Credit Card,Primary Savings,Yes,Discretionary,Unknown Merchant,2500.0,Entertainment transaction #2006,review,2025,9,Sep,Q3,Thursday,False
TXN102484,2024-01-18,Expense,Groceries,Groceries,1354.37,Credit Card,Salary Account,Yes,Essential,Unknown Merchant,6000.0,Groceries transaction #2484,one-time,2024,1,Jan,Q1,Thursday,False
TXN100994,2024-03-19,Income,Bonus,General,32641.54,Bank Transfer,Salary Account,No,N/A,Amazon,0.0,Bonus transaction #994,None,2024,3,Mar,Q1,Tuesday,False
TXN101795,2025-12-02,Expense,Groceries,Groceries,1579.24,Credit Card,Primary Savings,Yes,Essential,BESCOM,6000.0,Groceries transaction #1795,one-time,2025,12,Dec,Q4,Tuesday,False
TXN100526,2025-04-25,Expense,Healthcare,Insurance Premium,3397.08,Debit Card,Credit Card A/C,Yes,Essential,Amazon,3000.0,Healthcare transaction #526,None,2025,4,Apr,Q2,Friday,False
TXN101699,2025-06-13,Income,Salary,General,72528.87,Bank Transfer,Salary Account,Yes,N/A,Employer,0.0,Salary transaction #1699,one-time,2025,6,Jun,Q2,Friday,False
TXN101521,2024-07-09,Expense,Insurance,Life,5927.92,Debit Card,Cash Wallet,Yes,Essential,BESCOM,2000.0,Insurance transaction #1521,reimbursable,2024,7,Jul,Q3,Tuesday,False
TXN101092,2024-01-13,Expense,Rent,Housing,142.13,Unknown,Cash Wallet,Yes,Essential,Local Store,15000.0,Rent transaction #1092,None,2024,1,Jan,Q1,Saturday,False
TXN100102,2025-08-25,Expense,Rent,Housing,5946.66,Net Banking,Primary Savings,Yes,Essential,Unknown Merchant,15000.0,Rent transaction #102,None,2025,8,Aug,Q3,Monday,False
TXN102383,2024-12-18,Expense,Entertainment,Events,3657.36,UPI,Cash Wallet,Yes,Discretionary,Apollo Pharmacy,2500.0,Entertainment transaction #2383,one-time,2024,12,Dec,Q4,Wednesday,False
TXN101025,2024-04-09,Expense,Healthcare,Doctor Visit,4165.54,Net Banking,Cash Wallet,No,Essential,Uber,3000.0,Healthcare transaction #1025,None,2024,4,Apr,Q2,Tuesday,False
TXN100770,2024-08-13,Income,Investment,General,65496.15,Bank Transfer,Salary Account,No,N/A,Uber,0.0,Investment transaction #770,one-time,2024,8,Aug,Q3,Tuesday,False
TXN101297,2024-02-08,Expense,Healthcare,Doctor Visit,155.49,UPI,Primary Savings,No,Essential,Unknown Merchant,3000.0,Healthcare transaction #1297,None,2024,2,Feb,Q1,Thursday,False
TXN101747,2025-11-10,Expense,Groceries,Groceries,3119.62,Debit Card,Credit Card A/C,No,Essential,Amazon,6000.0,Groceries transaction #1747,None,2025,11,Nov,Q4,Monday,False
TXN101467,2025-09-03,Expense,Food,Groceries,2704.12,Unknown,Cash Wallet,No,Discretionary,Unknown Merchant,8000.0,Food transaction #1467,None,2025,9,Sep,Q3,Wednesday,False
TXN102360,2024-12-25,Expense,Education,Tuition,5203.88,Debit Card,Cash Wallet,Yes,Discretionary,Amazon,4000.0,Education transaction #2360,None,2024,12,Dec,Q4,Wednesday,False
TXN101528,2024-04-20,Expense,Entertainment,Movies,5845.01,Debit Card,Salary Account,No,Discretionary,Apollo Pharmacy,2500.0,Entertainment transaction #1528,None,2024,4,Apr,Q2,Saturday,False
TXN100695,2024-05-01,Expense,Shopping,Clothing,4595.53,UPI,Salary Account,Yes,Discretionary,Uber,5000.0,Shopping transaction #695,None,2024,5,May,Q2,Wednesday,False
TXN102225,2024-04-13,Expense,Uncategorized,General,1614.04,Cash,Primary Savings,Yes,Discretionary,BESCOM,0.0,Misc transaction #2225,one-time,2024,4,Apr,Q2,Saturday,False
TXN101317,2024-04-13,Expense,Rent,Housing,2965.07,Unknown,Cash Wallet,Yes,Essential,Amazon,15000.0,Rent transaction #1317,None,2024,4,Apr,Q2,Saturday,False
TXN100272,2024-08-30,Expense,Entertainment,Streaming,5896.06,Debit Card,Cash Wallet,No,Discretionary,BESCOM,2500.0,Entertainment transaction #272,reimbursable,2024,8,Aug,Q3,Friday,False
TXN102275,2025-10-17,Expense,Uncategorized,General,3125.66,UPI,Credit Card A/C,Yes,Discretionary,Swiggy,0.0,Misc transaction #2275,review,2025,10,Oct,Q4,Friday,False
TXN100753,2025-01-30,Expense,Food,Dining Out,3639.71,Debit Card,Primary Savings,Yes,Discretionary,Zomato,0.0,food transaction #753,review,2025,1,Jan,Q1,Thursday,False
TXN100166,2025-07-25,Expense,Uncategorized,General,4839.58,Cash,Primary Savings,Yes,Discretionary,Amazon,0.0,Misc transaction #166,one-time,2025,7,Jul,Q3,Friday,False
TXN101230,2025-01-24,Expense,Utilities,Internet,1512.51,Credit Card,Credit Card A/C,No,Essential,Amazon,3000.0,Utilities transaction #1230,None,2025,1,Jan,Q1,Friday,False
TXN101156,2025-01-24,Expense,Food,Groceries,4078.29,Net Banking,Primary Savings,Yes,Discretionary,BESCOM,0.0,food transaction #1156,reimbursable,2025,1,Jan,Q1,Friday,False
TXN101066,2025-03-28,Expense,Transport,Fuel,2661.19,Debit Card,Credit Card A/C,Yes,Discretionary,Employer,4000.0,Transport transaction #1066,review,2025,3,Mar,Q1,Friday,False
TXN101171,2024-04-30,Expense,Insurance,Vehicle,2731.17,Credit Card,Credit Card A/C,Yes,Essential,Uber,2000.0,Insurance transaction #1171,reimbursable,2024,4,Apr,Q2,Tuesday,False
TXN100993,2024-12-17,Expense,Food,Groceries,4729.51,Credit Card,Cash Wallet,Yes,Discretionary,Amazon,8000.0,Food transaction #993,None,2024,12,Dec,Q4,Tuesday,False
TXN101116,2025-09-10,Expense,Rent,Housing,7701.67,UPI,Primary Savings,Yes,Essential,Freelance Client,15000.0,Rent transaction #1116,one-time,2025,9,Sep,Q3,Wednesday,False
TXN100663,2024-07-02,Expense,Shopping,Clothing,7020.21,Debit Card,Credit Card A/C,No,Discretionary,Freelance Client,5000.0,Shopping transaction #663,None,2024,7,Jul,Q3,Tuesday,False
TXN101209,2024-01-13,Income,Bonus,General,41438.47,Bank Transfer,Salary Account,No,N/A,Employer,0.0,Bonus transaction #1209,None,2024,1,Jan,Q1,Saturday,False
TXN101927,2025-07-18,Expense,Food,Snacks,3378.45,UPI,Salary Account,No,Discretionary,Uber,0.0,food transaction #1927,one-time,2025,7,Jul,Q3,Friday,False
