Transaction ID,Date,Type,Category,Subcategory,Amount,Payment Mode,Account,Recurring,Necessity,Merchant,Budget Limit,Description,Tags
TXN101636,2025-05-29,Expense,Utilities,Internet,6441.05,Net Banking,Cash Wallet,Yes,Essential,,3000.0,Utilities transaction #1636,
TXN102423,2025-05-17,Income,Investment,,58239.97,Bank Transfer,Salary Account,No,,Local Store,,Investment transaction #2423,
TXN100316,2025-04-22,Expense,Education,Tuition,863.38,Net Banking,Credit Card A/C,No,Discretionary,Netflix,4000.0,Education transaction #316,
TXN101549,2025-04-19,Expense,Healthcare,Pharmacy,3175.0,Credit Card,Primary Savings,No,Essential,Netflix,3000.0,Healthcare transaction #1549,one-time
TXN100270,2024-08-31,Expense,Food,Groceries,789.56,Credit Card,Cash Wallet,No,Discretionary,Apollo Pharmacy,8000.0,Food transaction #270,
TXN101305,2025-07-15,Expense,Education,Tuition,1791.62,Debit Card,Cash Wallet,Yes,Discretionary,BESCOM,4000.0,Education transaction #1305,review
TXN101846,2024-04-03,Expense,food,Snacks,1932.79,,Salary Account,No,Discretionary,Apollo Pharmacy,,food transaction #1846,reimbursable
TXN100953,2025-11-10,Expense,Entertainment,Streaming,2853.38,,Credit Card A/C,No,Discretionary,Zomato,2500.0,Entertainment transaction #953,review
TXN101246,2024-10-14,Expense,Transport,Fuel,1215.84,Cash,Primary Savings,Yes,Discretionary,Swiggy,4000.0,Transport transaction #1246,one-time
TXN101742,2024-05-28,Expense,Transport,Public Transit,1175.99,Credit Card,Primary Savings,Yes,Discretionary,Employer,4000.0,Transport transaction #1742,
TXN102311,2025-01-13,Expense,food,Snacks,3024.89,,Primary Savings,Yes,Discretionary,Zomato,,food transaction #2311,
TXN100472,2025-12-03,Expense,Transport,Public Transit,7765.77,Net Banking,Credit Card A/C,No,Discretionary,Landlord,4000.0,Transport transaction #472,reimbursable
TXN101265,2024-11-28,Expense,Shopping,Electronics,3741.92,Credit Card,Salary Account,No,Discretionary,Local Store,5000.0,Shopping transaction #1265,
TXN102035,2025-09-15,Expense,Food,Groceries,7399.8,Credit Card,Primary Savings,Yes,Discretionary,Landlord,8000.0,Food transaction #2035,one-time
TXN100861,2024-02-28,Expense,Food,Dining Out,7723.56,Credit Card,Credit Card A/C,Yes,Discretionary,Landlord,8000.0,Food transaction #861,reimbursable
TXN100944,2024-09-28,Income,Gift,,25884.67,Bank Transfer,Salary Account,No,,Local Store,,Gift transaction #944,one-time
TXN101965,2024-05-17,Expense,Entertainment,Events,832.78,Debit Card,Credit Card A/C,Yes,Discretionary,Local Store,2500.0,Entertainment transaction #1965,review
TXN100185,2025-12-21,Expense,Subscriptions,Streaming,7528.05,Debit Card,Salary Account,Yes,Discretionary,BESCOM,1500.0,Subscriptions transaction #185,one-time
TXN101542,2025-04-19,Expense,Education,Courses,3262.0,,Primary Savings,No,Discretionary,Swiggy,4000.0,Education transaction #1542,one-time
TXN101108,2025-07-04,Income,Gift,,₹86417.34,Bank Transfer,Salary Account,No,,Zomato,,Gift transaction #1108,
TXN102202,2025-04-22,Expense,Entertainment,Movies,7005.05,UPI,Credit Card A/C,Yes,Discretionary,Employer,2500.0,Entertainment transaction #2202,one-time
TXN101881,2024-04-14,Expense,Utilities,Internet,972.67,Net Banking,Salary Account,No,Essential,BESCOM,3000.0,Utilities transaction #1881,reimbursable
TXN101958,,Expense,Rent,Housing,5899.61,Cash,Credit Card A/C,Yes,Essential,Swiggy,15000.0,Rent transaction #1958,
TXN101946,2025-08-31,Expense,Groceries,Groceries,6470.32,UPI,Primary Savings,Yes,Essential,Netflix,6000.0,Groceries transaction #1946,
TXN101088,2025-02-13,Expense,Utilities,Internet,3425.51,Cash,Primary Savings,No,Essential,Apollo Pharmacy,3000.0,Utilities transaction #1088,
TXN101343,2024-01-24,Expense,Utilities,Electricity,3957.58,Net Banking,Credit Card A/C,No,Essential,Amazon,3000.0,Utilities transaction #1343,one-time
TXN101559,2024-05-28,Expense,Insurance,Life,968.7,Credit Card,Primary Savings,Yes,Essential,Freelance Client,2000.0,Insurance transaction #1559,one-time
TXN101527,2025-06-18,Expense,Entertainment,Events,6357.94,UPI,Credit Card A/C,Yes,Discretionary,Local Store,2500.0,Entertainment transaction #1527,one-time
TXN101170,2024-06-14,Expense,Food,Snacks,6868.56,Credit Card,Cash Wallet,No,Discretionary,BESCOM,8000.0,Food transaction #1170,one-time
TXN102338,2025-05-18,Expense,Groceries,Groceries,4585.12,Cash,Primary Savings,No,Essential,Local Store,6000.0,Groceries transaction #2338,reimbursable
TXN102016,2025-03-30,Income,Bonus,,47895.13,Bank Transfer,Salary Account,No,,Netflix,,Bonus transaction #2016,
TXN101494,2024-11-25,Income,Bonus,,74155.8,Bank Transfer,Salary Account,No,,Freelance Client,,Bonus transaction #1494,one-time
TXN100833,2025-12-24,Expense,Healthcare,Doctor Visit,4042.72,Debit Card,Cash Wallet,Yes,Essential,Netflix,3000.0,Healthcare transaction #833,
TXN101263,2025-12-15,Expense,Insurance,Life,5830.83,Debit Card,Cash Wallet,Yes,Essential,Uber,2000.0,Insurance transaction #1263,one-time
TXN100925,2024-10-14,Expense,food,Snacks,4721.25,Credit Card,Salary Account,No,Discretionary,Local Store,,food transaction #925,review
TXN101150,,Expense,food,Groceries,2751.49,Net Banking,Cash Wallet,Yes,Discretionary,Local Store,,food transaction #1150,one-time
TXN101564,2024-06-02,Expense,Utilities,Electricity,2311.38,Net Banking,Cash Wallet,Yes,Essential,Uber,3000.0,Utilities transaction #1564,
TXN102156,,Expense,food,Dining Out,4823.69,Credit Card,Credit Card A/C,No,Discretionary,Employer,,food transaction #2156,
TXN101435,2025-12-04,Expense,Subscriptions,Streaming,1314.6,Cash,Primary Savings,Yes,Discretionary,Swiggy,1500.0,Subscriptions transaction #1435,review
TXN101061,2024-04-03,Expense,Groceries,Groceries,3829.94,UPI,Credit Card A/C,Yes,Essential,Amazon,6000.0,Groceries transaction #1061,one-time
TXN100909,2025-03-22,Expense,Insurance,Vehicle,5091.15,,Primary Savings,Yes,Essential,Zomato,2000.0,Insurance transaction #909,review
TXN100749,2025-02-11,Expense,Subscriptions,Memberships,1908.1,Net Banking,Cash Wallet,Yes,Discretionary,,1500.0,Subscriptions transaction #749,
TXN101591,2025-08-24,Expense,Insurance,Vehicle,6571.77,UPI,Cash Wallet,Yes,Essential,Netflix,2000.0,Insurance transaction #1591,
TXN100736,2024-09-08,Expense,Food,Groceries,7289.66,UPI,Salary Account,No,Discretionary,Freelance Client,8000.0,Food transaction #736,
TXN101964,2024-05-05,Expense,Transport,Public Transit,5968.46,UPI,Salary Account,Yes,Discretionary,Apollo Pharmacy,4000.0,Transport transaction #1964,
TXN102303,2025-11-02,Income,Salary,,34252.83,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #2303,
TXN100981,2025-10-14,Expense,Transport,Fuel,3528.24,Debit Card,Salary Account,Yes,Discretionary,,4000.0,Transport transaction #981,
TXN101940,2024-03-31,Expense,food,Snacks,3969.81,Credit Card,Primary Savings,Yes,Discretionary,Apollo Pharmacy,,food transaction #1940,one-time
TXN102132,2025-06-02,Expense,Healthcare,Doctor Visit,4574.94,UPI,Cash Wallet,Yes,Essential,Amazon,3000.0,Healthcare transaction #2132,one-time
TXN101597,2024-06-30,Expense,Insurance,Vehicle,1831.84,,Cash Wallet,Yes,Essential,Uber,2000.0,Insurance transaction #1597,reimbursable
TXN100659,2025-04-19,Expense,Insurance,Vehicle,7448.81,Net Banking,Primary Savings,Yes,Essential,Netflix,2000.0,Insurance transaction #659,one-time
TXN100551,2024-06-21,Expense,Education,Courses,7409.12,UPI,Salary Account,Yes,Discretionary,Freelance Client,4000.0,Education transaction #551,
TXN100310,2024-04-01,Expense,Transport,Cab,6087.97,Debit Card,Primary Savings,Yes,Discretionary,Zomato,4000.0,Transport transaction #310,
TXN101166,2024-05-11,Expense,Education,Books,5364.03,UPI,Cash Wallet,No,Discretionary,,4000.0,Education transaction #1166,
TXN101242,2025-02-15,Expense,,,3319.75,Cash,Salary Account,Yes,Discretionary,Apollo Pharmacy,,Misc transaction #1242,reimbursable
TXN100287,2024-12-14,Expense,,,2622.53,UPI,Salary Account,Yes,Discretionary,Zomato,,Misc transaction #287,
TXN101818,2024-08-07,Expense,Shopping,Home Goods,2722.97,UPI,Cash Wallet,Yes,Discretionary,Local Store,5000.0,Shopping transaction #1818,reimbursable
TXN101324,2025-11-14,Income,Gift,,30178.18,Bank Transfer,Salary Account,No,,Zomato,,Gift transaction #1324,
TXN100732,2024-12-05,Expense,Groceries,Groceries,3378.63,Credit Card,Primary Savings,No,Essential,Amazon,6000.0,Groceries transaction #732,review
TXN101610,2025-12-06,Expense,food,Dining Out,2126.69,Debit Card,Primary Savings,Yes,Discretionary,Zomato,,food transaction #1610,review
TXN101459,2025-11-30,Expense,Transport,Public Transit,722.62,Cash,Credit Card A/C,No,Discretionary,Netflix,4000.0,Transport transaction #1459,reimbursable
TXN101807,2024-11-01,Expense,food,Snacks,2647.4,Net Banking,Primary Savings,No,Discretionary,Netflix,,food transaction #1807,review
TXN102397,2024-03-18,Expense,Healthcare,Pharmacy,3509.44,Cash,Primary Savings,Yes,Essential,Uber,3000.0,Healthcare transaction #2397,one-time
TXN101448,2025-05-17,Expense,,,1447.01,Debit Card,Primary Savings,No,Discretionary,Local Store,,Misc transaction #1448,one-time
TXN100966,,Expense,Entertainment,Movies,7204.3,Debit Card,Primary Savings,No,Discretionary,Swiggy,2500.0,Entertainment transaction #966,reimbursable
TXN100315,2024-06-26,Expense,Food,Groceries,6450.43,Debit Card,Credit Card A/C,No,Discretionary,Local Store,8000.0,Food transaction #315,
TXN100911,2025-03-06,Expense,,,3079.58,Credit Card,Cash Wallet,Yes,Discretionary,Uber,,Misc transaction #911,one-time
TXN100071,2024-11-10,Expense,Groceries,Groceries,3776.15,Debit Card,Cash Wallet,No,Essential,Landlord,6000.0,Groceries transaction #71,reimbursable
TXN100308,2025-02-09,Expense,Entertainment,Events,5978.71,Debit Card,Credit Card A/C,Yes,Discretionary,Uber,2500.0,Entertainment transaction #308,
TXN102251,2024-08-01,Expense,,,7097.78,Credit Card,Cash Wallet,Yes,Discretionary,Apollo Pharmacy,,Misc transaction #2251,review
TXN102177,2025-01-11,Expense,Education,Courses,656.98,UPI,Credit Card A/C,No,Discretionary,Amazon,4000.0,Education transaction #2177,
TXN100541,2024-01-01,Expense,Insurance,Health,5615.44,Cash,Primary Savings,Yes,Essential,Landlord,2000.0,Insurance transaction #541,one-time
TXN101550,2025-09-17,Expense,food,Groceries,4848.68,Net Banking,Cash Wallet,Yes,Discretionary,Swiggy,,food transaction #1550,
TXN101008,2025-11-02,Income,Salary,,65822.06,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #1008,one-time
TXN102295,2025-02-01,Expense,Rent,Housing,₹1512.71,Cash,Salary Account,Yes,Essential,Uber,15000.0,Rent transaction #2295,
TXN101792,2024-02-06,Expense,Transport,Public Transit,873.37,Net Banking,Credit Card A/C,No,Discretionary,Swiggy,4000.0,Transport transaction #1792,
TXN100691,2025-08-19,Expense,,,₹829.0,,Cash Wallet,No,Discretionary,Zomato,,Misc transaction #691,
TXN100914,2025-07-23,Expense,Transport,Public Transit,6636.97,Net Banking,Cash Wallet,Yes,Discretionary,Freelance Client,4000.0,Transport transaction #914,one-time
TXN102478,2025-11-01,Expense,Entertainment,Movies,1483.33,Credit Card,Salary Account,No,Discretionary,Local Store,2500.0,Entertainment transaction #2478,review
TXN101256,2025-10-08,Expense,,,4919.89,UPI,Salary Account,Yes,Discretionary,,,Misc transaction #1256,review
TXN100334,2025-05-07,Expense,Food,Groceries,7259.7,Net Banking,Cash Wallet,Yes,Discretionary,Zomato,8000.0,Food transaction #334,review
TXN100123,2024-03-19,Expense,food,Snacks,3106.64,Net Banking,Primary Savings,No,Discretionary,Employer,,food transaction #123,one-time
TXN101749,2024-12-16,Expense,Utilities,Electricity,5380.68,Net Banking,Cash Wallet,Yes,Essential,Employer,3000.0,Utilities transaction #1749,
TXN102189,2024-04-11,Expense,,,2223.99,Cash,Cash Wallet,Yes,Discretionary,,,Misc transaction #2189,
TXN100200,2024-09-18,Expense,Insurance,Life,6784.71,UPI,Salary Account,Yes,Essential,Amazon,2000.0,Insurance transaction #200,reimbursable
TXN100599,2025-08-30,Income,Salary,,₹83597.05,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #599,
TXN101697,2025-06-18,Expense,Healthcare,Insurance Premium,75622.95,UPI,Cash Wallet,Yes,Essential,Zomato,3000.0,Healthcare transaction #1697,
TXN100977,2025-04-28,Expense,Rent,Housing,2626.41,Net Banking,Credit Card A/C,Yes,Essential,Employer,15000.0,Rent transaction #977,
TXN100756,2025-02-02,Expense,Transport,Fuel,2512.57,,Cash Wallet,Yes,Discretionary,Employer,4000.0,Transport transaction #756,
TXN101026,2024-02-12,Expense,Subscriptions,Memberships,4177.12,Net Banking,Credit Card A/C,Yes,Discretionary,Zomato,1500.0,Subscriptions transaction #1026,
TXN102037,2024-09-10,Expense,Shopping,Home Goods,1729.63,Cash,Cash Wallet,No,Discretionary,Freelance Client,5000.0,Shopping transaction #2037,one-time
TXN101130,2025-09-15,Expense,Utilities,Electricity,5880.03,UPI,Salary Account,No,Essential,Amazon,3000.0,Utilities transaction #1130,reimbursable
TXN101589,2025-11-07,Expense,Food,Snacks,5040.77,UPI,Primary Savings,Yes,Discretionary,Uber,8000.0,Food transaction #1589,reimbursable
TXN102140,2024-05-24,Expense,Rent,Housing,5161.53,,Cash Wallet,Yes,Essential,Amazon,15000.0,Rent transaction #2140,
TXN100920,2024-07-31,Expense,Healthcare,Pharmacy,3917.81,,Primary Savings,Yes,Essential,Freelance Client,3000.0,Healthcare transaction #920,review
TXN100557,2024-12-08,Expense,,,880.15,UPI,Salary Account,Yes,Discretionary,Amazon,,Misc transaction #557,
TXN100856,2024-02-16,Expense,Food,Snacks,6525.54,Cash,Primary Savings,Yes,Discretionary,Apollo Pharmacy,8000.0,Food transaction #856,one-time
TXN100488,2024-03-22,Expense,Food,Groceries,2261.0,,Salary Account,Yes,Discretionary,Swiggy,8000.0,Food transaction #488,
TXN102206,2024-02-24,Expense,Education,Tuition,₹1185.16,Cash,Salary Account,Yes,Discretionary,,4000.0,Education transaction #2206,
TXN101545,2025-03-26,Expense,Insurance,Health,3684.48,Credit Card,Salary Account,Yes,Essential,Apollo Pharmacy,2000.0,Insurance transaction #1545,reimbursable
TXN101104,2025-04-16,Expense,Insurance,Vehicle,3142.86,Net Banking,Primary Savings,Yes,Essential,Uber,2000.0,Insurance transaction #1104,one-time
TXN101090,2024-02-15,Expense,Shopping,Clothing,5249.66,Cash,Salary Account,No,Discretionary,Netflix,5000.0,Shopping transaction #1090,
TXN101181,2024-07-29,Expense,Insurance,Health,135.61,UPI,Credit Card A/C,Yes,Essential,Landlord,2000.0,Insurance transaction #1181,one-time
TXN102485,2025-03-08,Expense,Food,Dining Out,₹3875.37,Credit Card,Cash Wallet,Yes,Discretionary,Swiggy,8000.0,Food transaction #2485,
TXN101395,2025-03-12,Expense,Rent,Housing,7457.34,Debit Card,Primary Savings,Yes,Essential,Zomato,15000.0,Rent transaction #1395,
TXN100036,2024-12-05,Expense,food,Dining Out,7702.15,Debit Card,Primary Savings,Yes,Discretionary,Employer,,food transaction #36,
TXN101176,2025-01-18,Expense,Insurance,Life,6878.58,Credit Card,Salary Account,Yes,Essential,Landlord,2000.0,Insurance transaction #1176,
TXN101123,2025-08-04,Expense,Healthcare,Insurance Premium,2394.29,,Salary Account,Yes,Essential,Employer,3000.0,Healthcare transaction #1123,review
TXN100510,2025-04-24,Income,Investment,,67913.46,Bank Transfer,Salary Account,No,,,,Investment transaction #510,
TXN102006,2025-09-11,Expense,Entertainment,Events,6886.76,Credit Card,Primary Savings,Yes,Discretionary,,2500.0,Entertainment transaction #2006,review
TXN102484,2024-01-18,Expense,Groceries,Groceries,1354.37,Credit Card,Salary Account,Yes,Essential,,6000.0,Groceries transaction #2484,one-time
TXN100994,2024-03-19,Income,Bonus,,32641.54,Bank Transfer,Salary Account,No,,Amazon,,Bonus transaction #994,
TXN101795,2025-12-02,Expense,Groceries,Groceries,1579.24,Credit Card,Primary Savings,Yes,Essential,BESCOM,6000.0,Groceries transaction #1795,one-time
TXN100526,2025-04-25,Expense,Healthcare,Insurance Premium,3397.08,Debit Card,Credit Card A/C,Yes,Essential,Amazon,3000.0,Healthcare transaction #526,
TXN101699,2025-06-13,Income,Salary,,72528.87,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #1699,one-time
TXN101521,2024-07-09,Expense,Insurance,Life,5927.92,Debit Card,Cash Wallet,Yes,Essential,BESCOM,2000.0,Insurance transaction #1521,reimbursable
TXN101092,2024-01-13,Expense,Rent,Housing,142.13,,Cash Wallet,Yes,Essential,Local Store,15000.0,Rent transaction #1092,
TXN100102,2025-08-25,Expense,Rent,Housing,₹5946.66,Net Banking,Primary Savings,Yes,Essential,,15000.0,Rent transaction #102,
TXN102383,2024-12-18,Expense,Entertainment,Events,3657.36,UPI,Cash Wallet,Yes,Discretionary,Apollo Pharmacy,2500.0,Entertainment transaction #2383,one-time
TXN101025,2024-04-09,Expense,Healthcare,Doctor Visit,4165.54,Net Banking,Cash Wallet,No,Essential,Uber,3000.0,Healthcare transaction #1025,
TXN101056,,Expense,Subscriptions,SaaS Tools,79141.21,Credit Card,Cash Wallet,Yes,Discretionary,Zomato,1500.0,Subscriptions transaction #1056,review
TXN100770,2024-08-13,Income,Investment,,₹65496.15,Bank Transfer,Salary Account,No,,Uber,,Investment transaction #770,one-time
TXN101297,2024-02-08,Expense,Healthcare,Doctor Visit,155.49,UPI,Primary Savings,No,Essential,,3000.0,Healthcare transaction #1297,
TXN101747,2025-11-10,Expense,Groceries,Groceries,3119.62,Debit Card,Credit Card A/C,No,Essential,Amazon,6000.0,Groceries transaction #1747,
TXN101467,2025-09-03,Expense,Food,Groceries,2704.12,,Cash Wallet,No,Discretionary,,8000.0,Food transaction #1467,
TXN102360,2024-12-25,Expense,Education,Tuition,5203.88,Debit Card,Cash Wallet,Yes,Discretionary,Amazon,4000.0,Education transaction #2360,
TXN101528,2024-04-20,Expense,Entertainment,Movies,5845.01,Debit Card,Salary Account,No,Discretionary,Apollo Pharmacy,2500.0,Entertainment transaction #1528,
TXN100695,2024-05-01,Expense,Shopping,Clothing,4595.53,UPI,Salary Account,Yes,Discretionary,Uber,5000.0,Shopping transaction #695,
TXN102225,2024-04-13,Expense,,,₹1614.04,Cash,Primary Savings,Yes,Discretionary,BESCOM,,Misc transaction #2225,one-time
TXN101317,2024-04-13,Expense,Rent,Housing,2965.07,,Cash Wallet,Yes,Essential,Amazon,15000.0,Rent transaction #1317,
TXN100272,2024-08-30,Expense,Entertainment,Streaming,₹5896.06,Debit Card,Cash Wallet,No,Discretionary,BESCOM,2500.0,Entertainment transaction #272,reimbursable
TXN102275,2025-10-17,Expense,,,3125.66,UPI,Credit Card A/C,Yes,Discretionary,Swiggy,,Misc transaction #2275,review
TXN100753,2025-01-30,Expense,food,Dining Out,3639.71,Debit Card,Primary Savings,Yes,Discretionary,Zomato,,food transaction #753,review
TXN101658,,Expense,Food,Dining Out,4071.09,UPI,Salary Account,Yes,Discretionary,Uber,8000.0,Food transaction #1658,reimbursable
TXN100166,2025-07-25,Expense,,,4839.58,Cash,Primary Savings,Yes,Discretionary,Amazon,,Misc transaction #166,one-time
TXN101230,2025-01-24,Expense,Utilities,Internet,1512.51,Credit Card,Credit Card A/C,No,Essential,Amazon,3000.0,Utilities transaction #1230,
TXN101156,2025-01-24,Expense,food,Groceries,4078.29,Net Banking,Primary Savings,Yes,Discretionary,BESCOM,,food transaction #1156,reimbursable
TXN101066,2025-03-28,Expense,Transport,Fuel,2661.19,Debit Card,Credit Card A/C,Yes,Discretionary,Employer,4000.0,Transport transaction #1066,review
TXN101171,2024-04-30,Expense,Insurance,Vehicle,2731.17,Credit Card,Credit Card A/C,Yes,Essential,Uber,2000.0,Insurance transaction #1171,reimbursable
TXN100993,2024-12-17,Expense,Food,Groceries,4729.51,Credit Card,Cash Wallet,Yes,Discretionary,Amazon,8000.0,Food transaction #993,
TXN101116,2025-09-10,Expense,Rent,Housing,7701.67,UPI,Primary Savings,Yes,Essential,Freelance Client,15000.0,Rent transaction #1116,one-time
TXN100663,2024-07-02,Expense,Shopping,Clothing,7020.21,Debit Card,Credit Card A/C,No,Discretionary,Freelance Client,5000.0,Shopping transaction #663,
TXN101209,2024-01-13,Income,Bonus,,41438.47,Bank Transfer,Salary Account,No,,Employer,,Bonus transaction #1209,
TXN101927,2025-07-18,Expense,food,Snacks,3378.45,UPI,Salary Account,No,Discretionary,Uber,,food transaction #1927,one-time
TXN101247,2024-06-23,Expense,Groceries,Groceries,4699.89,Credit Card,Cash Wallet,Yes,Essential,Apollo Pharmacy,6000.0,Groceries transaction #1247,
TXN101221,2024-06-08,Income,Freelance,,63523.46,Bank Transfer,Salary Account,No,,Netflix,,Freelance transaction #1221,reimbursable
TXN102123,2025-09-28,Expense,Rent,Housing,6946.36,,Salary Account,Yes,Essential,Amazon,15000.0,Rent transaction #2123,
TXN101816,2024-12-29,Expense,Rent,Housing,4946.76,,Primary Savings,Yes,Essential,Amazon,15000.0,Rent transaction #1816,one-time
TXN101890,2025-05-21,Expense,Subscriptions,SaaS Tools,1759.98,Debit Card,Credit Card A/C,Yes,Discretionary,BESCOM,1500.0,Subscriptions transaction #1890,
TXN101716,2025-09-29,Expense,Rent,Housing,7264.15,,Primary Savings,Yes,Essential,Freelance Client,15000.0,Rent transaction #1716,
TXN100537,2025-08-02,Expense,Rent,Housing,2064.02,Cash,Primary Savings,Yes,Essential,Freelance Client,15000.0,Rent transaction #537,one-time
TXN101426,2025-02-15,Expense,Groceries,Groceries,3801.24,Credit Card,Salary Account,No,Essential,Amazon,6000.0,Groceries transaction #1426,
TXN101441,2024-02-21,Expense,Groceries,Groceries,4440.6,Debit Card,Primary Savings,No,Essential,Netflix,6000.0,Groceries transaction #1441,
TXN100215,2024-03-21,Expense,Entertainment,Movies,₹1895.54,UPI,Credit Card A/C,No,Discretionary,Uber,2500.0,Entertainment transaction #215,one-time
TXN101587,,Expense,Transport,Public Transit,4147.34,Net Banking,Credit Card A/C,Yes,Discretionary,Employer,4000.0,Transport transaction #1587,review
TXN100809,2025-10-08,Expense,Healthcare,Doctor Visit,3044.83,Debit Card,Salary Account,Yes,Essential,,3000.0,Healthcare transaction #809,review
TXN102440,2024-11-08,Income,Freelance,,65243.75,Bank Transfer,Salary Account,No,,,,Freelance transaction #2440,review
TXN101797,2025-09-20,Expense,,,2827.42,Net Banking,Credit Card A/C,Yes,Discretionary,Freelance Client,,Misc transaction #1797,review
TXN101632,2024-08-23,Expense,Education,Tuition,₹2170.78,Credit Card,Credit Card A/C,Yes,Discretionary,Netflix,4000.0,Education transaction #1632,review
TXN101594,2024-04-03,Expense,Insurance,Life,4111.64,Cash,Credit Card A/C,Yes,Essential,Swiggy,2000.0,Insurance transaction #1594,reimbursable
TXN100459,2025-06-20,Income,Gift,,59543.9,Bank Transfer,Salary Account,No,,Uber,,Gift transaction #459,
TXN102352,2024-08-26,Expense,Shopping,Home Goods,5198.73,,Primary Savings,No,Discretionary,Apollo Pharmacy,5000.0,Shopping transaction #2352,
TXN102003,2024-05-03,Expense,,,85.85,Net Banking,Salary Account,No,Discretionary,Uber,,Misc transaction #2003,
TXN100542,2025-03-22,Expense,Subscriptions,Streaming,76.29,,Cash Wallet,Yes,Discretionary,Zomato,1500.0,Subscriptions transaction #542,
TXN101530,2024-12-28,Expense,Shopping,Home Goods,7980.87,,Cash Wallet,Yes,Discretionary,Employer,5000.0,Shopping transaction #1530,one-time
TXN100269,2024-12-20,Expense,Subscriptions,Streaming,61.62,,Cash Wallet,Yes,Discretionary,,1500.0,Subscriptions transaction #269,reimbursable
TXN100256,2025-10-23,Income,Freelance,,54642.14,Bank Transfer,Salary Account,No,,Zomato,,Freelance transaction #256,
TXN100370,2025-09-25,Income,Gift,,23186.18,Bank Transfer,Salary Account,No,,Zomato,,Gift transaction #370,
TXN100080,2025-05-16,Expense,Healthcare,Insurance Premium,2692.9,Net Banking,Cash Wallet,No,Essential,Uber,3000.0,Healthcare transaction #80,
TXN100868,2024-03-28,Expense,Healthcare,Insurance Premium,6532.95,Debit Card,Credit Card A/C,No,Essential,Swiggy,3000.0,Healthcare transaction #868,
TXN100496,2024-01-07,Income,Investment,,43895.31,Bank Transfer,Salary Account,No,,,,Investment transaction #496,
TXN101702,2025-09-21,Expense,Rent,Housing,7566.84,UPI,Credit Card A/C,Yes,Essential,Zomato,15000.0,Rent transaction #1702,
TXN100627,,Expense,Utilities,Electricity,6327.88,Debit Card,Salary Account,Yes,Essential,,3000.0,Utilities transaction #627,
TXN100996,2024-07-29,Expense,Subscriptions,SaaS Tools,6877.14,Cash,Credit Card A/C,Yes,Discretionary,Uber,1500.0,Subscriptions transaction #996,review
TXN100445,2025-07-21,Expense,Education,Courses,6564.38,Net Banking,Credit Card A/C,No,Discretionary,Amazon,4000.0,Education transaction #445,review
TXN100539,2024-09-28,Expense,food,Dining Out,1645.32,Cash,Salary Account,No,Discretionary,Zomato,,food transaction #539,
TXN100122,2025-08-28,Income,Gift,,25193.35,Bank Transfer,Salary Account,No,,Apollo Pharmacy,,Gift transaction #122,
TXN102318,2025-06-13,Expense,food,Groceries,3786.68,Cash,Cash Wallet,No,Discretionary,Employer,,food transaction #2318,review
TXN100840,2024-11-01,Expense,Food,Dining Out,1529.95,Debit Card,Primary Savings,Yes,Discretionary,Local Store,8000.0,Food transaction #840,reimbursable
TXN101332,2025-06-14,Expense,Utilities,Water,5373.99,Credit Card,Salary Account,No,Essential,BESCOM,3000.0,Utilities transaction #1332,reimbursable
TXN102261,2024-04-14,Expense,Subscriptions,SaaS Tools,663.75,Debit Card,Salary Account,Yes,Discretionary,Landlord,1500.0,Subscriptions transaction #2261,review
TXN101289,2025-06-08,Expense,Transport,Fuel,3130.24,UPI,Salary Account,Yes,Discretionary,Employer,4000.0,Transport transaction #1289,review
TXN102147,2025-06-20,Expense,Education,Books,6853.9,Debit Card,Primary Savings,No,Discretionary,Zomato,4000.0,Education transaction #2147,
TXN101218,2025-01-29,Expense,Education,Courses,5489.11,Cash,Salary Account,No,Discretionary,Freelance Client,4000.0,Education transaction #1218,
TXN101089,2024-08-15,Expense,Rent,Housing,2751.82,UPI,Cash Wallet,Yes,Essential,Zomato,15000.0,Rent transaction #1089,
TXN102120,2025-07-31,Expense,Food,Snacks,3936.51,Credit Card,Salary Account,Yes,Discretionary,,8000.0,Food transaction #2120,
TXN100432,2024-09-12,Expense,Subscriptions,Memberships,3057.95,Debit Card,Primary Savings,Yes,Discretionary,Local Store,1500.0,Subscriptions transaction #432,reimbursable
TXN100061,2024-12-18,Expense,Subscriptions,Memberships,5637.7,Debit Card,Credit Card A/C,Yes,Discretionary,Netflix,1500.0,Subscriptions transaction #61,
TXN101988,2025-07-30,Expense,Food,Groceries,5762.28,Cash,Cash Wallet,No,Discretionary,Swiggy,8000.0,Food transaction #1988,review
TXN100972,2025-11-04,Expense,Education,Tuition,1642.79,Cash,Credit Card A/C,No,Discretionary,Freelance Client,4000.0,Education transaction #972,
TXN101376,2025-11-26,Expense,Subscriptions,SaaS Tools,₹745.79,Credit Card,Credit Card A/C,Yes,Discretionary,Uber,1500.0,Subscriptions transaction #1376,
TXN100960,2024-02-24,Expense,Food,Dining Out,6681.17,UPI,Credit Card A/C,Yes,Discretionary,Uber,8000.0,Food transaction #960,reimbursable
